name,address,lat,lng,business_status,rating,user_ratings_total,types,price_level,ID_Kelurahan 
My Sweet Kitchen,"3PG3+MVH, Jalan Pasanggrahan VII, Cipadung Kulon",-6.9233029,107.7047392,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.24.2_1
Juusu nomimono(ã¸ã¥ã¼ã¹ã®ã¿ãã®ï¼,"Jalan Pasanggrahan III No.10, Cipadung Kulon",-6.9232938,107.7042233,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.24.2_1
Gofood kedai tetew,"Jalan Pasanggrahan VII No.19, Cipadung Kulon",-6.9234184,107.7050733,OPERATIONAL,3.4,14,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.24.2_1
Mie Ayam Pribumi,"Jalan Soekarno-Hatta No.853, RT./4/RW./6, Cipadung Wetan",-6.9358346,107.706829,OPERATIONAL,4.5,44,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.24.3_1
SUSHI JANDA,"Jalan AH. Nasution No.115, Cipadung",-6.9325661,107.7157382,OPERATIONAL,4.5,107,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.24.3_1
Batagor Abah Andri,"Jalan AH. Nasution No.92, Cipadung Wetan",-6.9291263,107.7114518,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.24.3_1
Sate Taichan Mas Alih,"Jalan AH. Nasution, Cipadung Kulon",-6.9316247,107.7132118,CLOSED_TEMPORARILY,5,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.24.3_1
PB. Mekar Mulya,"3PGC+Q4P, Jalan Sukasari, Cipadung",-6.9230461,107.7203344,OPERATIONAL,3.8,24,"store, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
Martabak 2H,Jl. Desa Cipadung No.214CipadungKec,-6.9241403,107.7193215,OPERATIONAL,4.5,17,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
YUMMA KITCHEN,"Jalan Desa Cipadung No.216, Cipadung",-6.9241113,107.7193809,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
Warung Ibu Djum,"3PG9+8P4, Jalan Desa Cipadung, Cipadung",-6.9242374,107.719318,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
Nasi Goreng Adinda Mang Paat,Jalan Desa Cipadung No.217,-6.9239969,107.7194229,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
Resto Andaliman,"3PG9+CQ4, Jalan Desa Cipadung, Cipadung",-6.9239806,107.7194375,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
Kedai cipadung 217,"Jalan Desa Cipadung No.217, Cipadung",-6.9242884,107.7194697,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
Bola Obi dan Nasi Kebuli,"3PG9+CRC, Jalan Desa Cipadung, Cipadung",-6.9239855,107.7195676,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
KETOPRAK CIPADUNG,"Ruko Rumah Cemara Jalan Desa Cipadung No.2, Cipadung",-6.9237809,107.7195059,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
Gorengan fauzi,"Jalan Desa Cipadung Ruko Cluster Cemara No.3, Cipadung",-6.9237619,107.719513,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
Martabak Joss,"Jalan Desa Cipadung No.30, RT.03/RW.13, Cipadung",-6.9236296,107.719672,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
SEAFOOD NASI UDUK& PECEL BEBEK GORENG,"3PG9+4HM, Jalan Desa Cipadung, Cipadung",-6.924666,107.7189134,OPERATIONAL,4.6,50,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
Dimsum 2711,Jalan Desa Cipadung No.121,-6.9234447,107.7196105,OPERATIONAL,3.9,18,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
Warung Nasi Kantin Biru Tegal Cabang Manisi,"3PG9+4H7, Jalan Desa Cipadung, Cipadung",-6.9247021,107.7189251,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
Bubur Ayam Mang Dim,"Jalan Desa Cipadung, Cipadung",-6.9247121,107.7189404,OPERATIONAL,5,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
"Mie Jebew, Mie Gacor, Dimsum CLBK Cipadung","sebelah Gapura Komp, Jalan Cipadung Jalan Kalapa Tilu",-6.9246912,107.7189035,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.1_1
Sensa Hotel,"Ciwalk mall, Jalan Cihampelas No.160, Cipaganti",-6.8948142,107.6049463,OPERATIONAL,4.5,4368,"lodging, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.19.1_1
favehotel Premier - Cihampelas,"Jalan Cihampelas No.129, Cipaganti",-6.8962111,107.6034164,OPERATIONAL,4.5,7297,"lodging, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.19.1_1
Grand Tjokro,"Jalan Cihampelas No.211-217, Cipaganti",-6.8863196,107.603844,OPERATIONAL,4.5,15874,"spa, lodging, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.19.1_1
Sosisqu,"Jalan Cipaganti No.90, Cipaganti",-6.8944748,107.6027976,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.19.1_1
Dapur Dahapati,"Jalan Cipaganti No.146, Cipaganti",-6.8873438,107.602383,OPERATIONAL,4.5,3391,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.19.1_1
Solaria - Cihampelas Walk,"Solaria, Cihampelas Walk, Coblog, Jalan Cihampelas Walk No.160 Lantai LG, Cipaganti",-6.893888,107.6055754,OPERATIONAL,4.5,3069,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.19.1_1
Raa Cha Suki & BBQ Cihampelas Walk,"Jalan Cihampelas No.160, Cipaganti",-6.8934803,107.6051751,OPERATIONAL,4.5,778,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.19.1_1
HokBen - Ciwalk,"Ciwalk, LG Broadway Cihampelas Walk, Jalan Cihampelas No.160, Cipaganti",-6.8931219,107.6055268,OPERATIONAL,4.2,327,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.19.1_1
KFC â¢ CiWalk,"Jalan Cihampelas No.160, Cipaganti",-6.893206,107.605483,OPERATIONAL,4.5,1407,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.19.1_1
Roffee's Melty Pudding Cihampelas Walk,"Mall, Jalan Cihampelas Jalan Cihampelas Walk No.160 Lantai Dasar, Cipaganti",-6.893607,107.6042073,OPERATIONAL,4.8,8,"restaurant, food, store, point_of_interest, establishment",Unknown,IDN.9.14.19.1_1
"KABOBS - Premium Kebab, Cihampelas Walk Lt. LG","Cihampelas Walk, Jalan Cihampelas No.160 Lantai LG, Cipaganti",-6.8935635,107.6048512,OPERATIONAL,4.5,257,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.19.1_1
Starbucks Coffee - Ciwalk,"Cihampelas Walk Parking Lot, Jalan Cihampelas No.160 Lantai Ground, Cipaganti",-6.8937126,107.6053053,OPERATIONAL,4.6,1270,"cafe, restaurant, food, store, point_of_interest, establishment",2,IDN.9.14.19.1_1
Bakso Malang Karapitan Cihampelas Walk,"Cihampelas Walk, Jalan Cihampelas No.160, Cipaganti",-6.893988,107.6051379,OPERATIONAL,3.8,225,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.19.1_1
Gokana Ramen & Teppan Ciwalk,"Cihampelas Walk, Jalan Cihampelas No.160, Cipaganti",-6.8937715,107.6056961,OPERATIONAL,4.3,1425,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.19.1_1
Champ Group - Platinum Cihampelas Walk,"Cihampelas Walk Union Square, Jalan Cihampelas No.160, Cipaganti",-6.894108,107.6053713,OPERATIONAL,4.4,478,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.19.1_1
Wendy's - Ciwalk,"Cihampelas Walk, Jalan Cihampelas No.160 Lt. Ground, Cipaganti",-6.8944412,107.6046792,OPERATIONAL,3.8,150,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.19.1_1
Burger King Cihampelas Walk,"Jalan Cihampelas Walk No.160, Cipaganti",-6.8948456,107.6042299,OPERATIONAL,4.6,4151,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.19.1_1
Shihlin - Cihampelas Walk,"Broadway Street Cihampelas Walk, Jalan Cihampelas No.160, Cipaganti",-6.8948142,107.6049463,OPERATIONAL,4.1,75,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.19.1_1
Warung Dalaraos,"Jalan Siliwangi No.43, Cipaganti",-6.8845234,107.6062175,OPERATIONAL,4.7,1730,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.19.1_1
Salsabila Kitchen,"Jalan Riung Hegar Raya No.10, Cipamokolan",-6.9426243,107.6787016,OPERATIONAL,4.4,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
siomay baper,"Jalan Rancaloa No.2, Cipamokolan",-6.9418233,107.6748452,OPERATIONAL,4.3,13,"restaurant, food, point_of_interest, establishment",1,IDN.9.14.25.1_1
WakWaw Fried Chicken,"3M5G+CWF, Jalan Cipamokolan Kolot, Cipamokolan",-6.9414494,107.677297,OPERATIONAL,4.2,28,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
Pecel Lele Cipamokolan,"Jalan Raya Cipamokolan No.19, Cipamokolan",-6.9410569,107.6752359,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
Ayam Goreng Suharti,"Jalan Soekarno-Hatta No.664, Cipamokolan",-6.9388336,107.6735093,OPERATIONAL,4.3,901,"meal_takeaway, restaurant, food, point_of_interest, establishment",2,IDN.9.14.25.1_1
Baso Tasik Saluyu,"Jalan Riung Saluyu B X No.3, Cipamokolan",-6.9518058,107.6826485,OPERATIONAL,4,15,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
MIE AYAM RICA PRATAMA,"Jalan Saluyu B X No.2, RT.10/RW.07, Cipamokolan",-6.9516506,107.6830096,OPERATIONAL,4.4,53,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
Soto Ayam Madura,"3M3G+88X, Cipamokolan",-6.9466344,107.675874,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
Bubur Bayi Sehat d'kiddos,"3M3G+8C3, Cipamokolan",-6.9467296,107.6760523,OPERATIONAL,4.3,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
You Boba,"Jalan Cipamokolan No.62-143, Cipamokolan",-6.9466726,107.6760543,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
"Bakso Rujak Endollita, 7ANTAN KITCHEN","Komplek Santosa Asih Jaya, Jalan Puri Asih Raya No.5, Cipamokolan",-6.94688,107.6760436,OPERATIONAL,5,8,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
Bubur Ayam Putra Talaga,"3M3G+C92, Jalan Bina Asih Raya, Cipamokolan",-6.9464977,107.675887,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
kedai panjang,"3M3G+9FG, dalam RT.05/RW.3",-6.9465641,107.676209,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
Hisana Fried Chicken Cipamokolan,"Jalan Cipamokolan No.62-1, Cipamokolan",-6.9467066,107.6762573,OPERATIONAL,3.7,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
Kedai Kang Idrus,"Jalan Cipamokolan No.48, Cipamokolan",-6.9464258,107.6761061,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
Warung nasi SATIA DARMA,Jalan Cipamokolan,-6.9465526,107.6762898,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
Teras Kembar,"Jalan Cipamokolan No.59, Derwati",-6.9463849,107.6762151,OPERATIONAL,3.5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.25.1_1
Pepper Lunch,"Paris Van Java, Paris Van Java Mall Blok RL-A-08, Jl. Sukajadi No. 137 - 139, Cipedes",-6.889944,107.5958593,OPERATIONAL,4.3,463,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.27.1_1
Zenbu PVJ,"Paris Van Java, Jalan Sukajadi No.131-139, Cipedes",-6.8895802,107.5958044,OPERATIONAL,4.7,2081,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.27.1_1
Teratai Restaurant & Coffee Shop,"JL. Bungur No. 2, Cipedes,, Karang Setra Hotel, Spa & Cottages, Cipedes",-6.883285,107.595559,CLOSED_TEMPORARILY,4.7,43,"restaurant, cafe, food, point_of_interest, establishment",Unknown,IDN.9.14.27.1_1
RM Saung Bale Kambang,"Jalan Bungur No.2, Cipedes",-6.8829406,107.5953811,OPERATIONAL,4.1,123,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.27.1_1
Red Bean,"Paris Van Java, Jalan Sukajadi B No.131-139 Resort Level No.67, Cipedes",-6.888721,107.5956243,OPERATIONAL,3.5,21,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.27.1_1
Dapur Ayu Gendis,"Paris Van Java, Jalan Sukajadi No.131-139, Cipedes",-6.8891359,107.5958648,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.27.1_1
"ToriKu PVJ ""Sate Jepang"" HALAL","Jalan Sukajadi No.131-139, Cipedes",-6.889219,107.595995,OPERATIONAL,4.4,17,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.27.1_1
Rujak Jegeg,"Jalan Sukajadi No.181, Cipedes",-6.882519,107.596293,OPERATIONAL,4,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.27.1_1
Tjendana Bistro,"Jalan Sukajadi No.181, Cipedes",-6.882563,107.596396,OPERATIONAL,4.6,3080,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.27.1_1
STARBUCKS â¢ PVJ Mall,"Paris Van Java, Unit 16B, Jalan Sukajadi No.131-139, Cipedes",-6.8899048,107.5965035,OPERATIONAL,4.5,1846,"cafe, store, restaurant, food, point_of_interest, establishment",2,IDN.9.14.27.1_1
KFC,"Jalan Sukajadi No.137 - 139, Cipedes",-6.8900918,107.596464,OPERATIONAL,4.2,165,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.27.1_1
A&W,"Paris Van Java, Mall Lt.CL #7, Jalan Sukajadi No.137-139, Cipedes",-6.8898195,107.5969122,OPERATIONAL,4.3,342,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.27.1_1
Shihlin PVJ - Taiwan Street Snacks,"Jalan Sukajadi No.125, Cipedes",-6.8902106,107.5965015,OPERATIONAL,4.2,249,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.27.1_1
Happy Puppy Kopo Miko,Jalan Raya Kopo No.599,-6.9603489,107.5812904,OPERATIONAL,4.8,2106,"bar, night_club, restaurant, food, point_of_interest, establishment",2,IDN.9.14.5.3_1
Justus Steak House Miko Mall,"Ground, MIKO MALL, Jalan Raya Kopo No.599 Floor Lobby Level. 01, Cirangrang",-6.9602005,107.5810801,OPERATIONAL,4.4,519,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.5.3_1
Soto Sulung,"Mikko Mall, Jalan Raya Kopo lantai 1, Cirangrang",-6.9601149,107.5809695,OPERATIONAL,4.3,17,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.3_1
HokBen - Miko Mall,"Miko Mall, Jalan Raya Kopo No.599 Lantai Dasar, Cirangrang",-6.9606582,107.581226,OPERATIONAL,4.3,655,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.5.3_1
Domino's Pizza,"Jalan Raya Kopo No.599, Cirangrang",-6.9597582,107.5805544,OPERATIONAL,4.2,1517,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2,IDN.9.14.5.3_1
KFC,"Jalan KOPO NO. 599 BLOK 8 LT. DASAR, Cirangrang",-6.960001,107.580452,OPERATIONAL,4.4,1218,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.5.3_1
Warung bakso dan seblak barokah,"2HVP+57W, Jl. Raya Kopo Jl. Sayangkaak Bandung, RT.4/RW.4, Cirangrang",-6.9569513,107.5857512,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.3_1
AZKA SATE SEAFOOD & SOSIS,"2HRP+R3H, Cirangrang",-6.9579374,107.5852298,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.3_1
Dimsumparahyangan.co ( dimsum & coffe ),"2HVM+9XP, Jalan Kopo Sari, Cirangrang",-6.9565272,107.5849606,OPERATIONAL,4,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.3_1
Waceng (warung cenghar),"Gang PaAIP Jalan Lembayung No.06, RT.05/RW.04, Kopo Elok",-6.9580257,107.5852392,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.3_1
Seafood Mas Beb's,Jalan Raya Kopo No.32,-6.9576908,107.5858296,OPERATIONAL,1,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.3_1
Baso ida,"Gg. PaAIP Jalan Lembayung No.06, RT.05/RW.04, Kopo Elok",-6.9581148,107.5852907,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.3_1
Dapur mmh putri,"2HVM+9Q4, Gang Sayang Kaak, Cirangrang",-6.9566026,107.5844484,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.3_1
Ayam geprek mang ujang,"2HRM+QW6, Cirangrang",-6.9580966,107.5847776,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.3_1
Adiba Cola,"2HVP+2F2, Cirangrang",-6.9574941,107.5861448,OPERATIONAL,5,12,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.3_1
Warung Mama Val,"Komplek Kopo Elok Jalan Terusan Lembayung No.22, RT.05/RW.04",-6.9582497,107.5854601,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.5.3_1
Oishi Bento,"Jalan Pasirkaliki No 25-27, Paskal Food Market, Kebon Jeruk, Andir, Ciroyom",-6.914411,107.59254,OPERATIONAL,4.3,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.2_1
Bakmie Gaul,"Jalan Pasir Kaliki, Arjuna",-6.914434,107.5926513,OPERATIONAL,5,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.2_1
Batagor BUY - BUY,"Jalan Kelenteng No.12, Ciroyom",-6.9182743,107.5929692,OPERATIONAL,4.7,60,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.1.2_1
Balibros,"Jalan Bulldozer No.79, Cisaranten Bina Harapan",-6.912788,107.6844613,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
NASI BAKAR ALPUKAT,"3MQM+2H2, Cisaranten Bina Harapan",-6.9124774,107.6838842,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
Haazna food,"Jalan Bojong Awi Kidul No.31, RT.02/RW.04, Cisaranten Bina Harapan",-6.911672,107.6874299,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
Chick'n Store,"3MPP+G2M, Jalan Bulldozer, Cisaranten Bina Harapan",-6.9136629,107.6850593,OPERATIONAL,5,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
Kedai AA,"Jalan Bulldozer No.105, Cisaranten Bina Harapan",-6.9131858,107.6842076,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
RM. Cahaya Fikhal,"JL Griya Cempaka Arum, Blok B 1, No.80, Cimencrang, Gede Bage, Cisaranten Bina Harapan",-6.9125441,107.6837101,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
Warung Bibi,3MRJ+J25Cisaranten Bina HarapanKec,-6.9125556,107.6836789,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
Baso Mang Uloh,"Jalan Pawenang II No.38, Cisaranten Bina Harapan",-6.9115652,107.6877211,OPERATIONAL,5,14,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
Warung Lotek dan Rujak Bu Nani,"3MQQ+735, Jalan Pawenang II, Cisaranten Bina Harapan",-6.911835,107.6877563,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
Rm Rayhan Minang,"Jalan Cicukang No.18, Cisaranten Bina Harapan",-6.9119429,107.6832571,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
Bakso dan mie ayam mas thole,Jalan Cicukang No.202,-6.9119925,107.6832378,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
Nasi goreng 83 Rai Raka,"RT03/RW08, Jalan Cicukang, karang mulya",-6.9119925,107.6832378,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
SEBLAK MA'QINAN,"Jalan Cicukang Gg. Warta RT.01/RW.08, Cisaranten Bina Harapan",-6.9122168,107.6832431,OPERATIONAL,4.9,10,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
Warmindo tikungan,"3MQM+479, Jalan Cicukang, Cisaranten Bina Harapan",-6.9122169,107.683243,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
Kang Asoy,"Jalan Cicukang No.20, Cisaranten Bina Harapan",-6.9120806,107.6831762,OPERATIONAL,4.4,21,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
INEVERLASHBEAUTY_BDGTMR,"Jalan Cicukang, Cisaranten Bina Harapan",-6.9118638,107.6831606,OPERATIONAL,5,2,"beauty_salon, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.1_1
NELLâQ DIMSUM,"Komplek Bumi Parakan Asri Blok B No. 1, Jalan Cingised, Kelurahan Cisaranten Endah, Kecamatan Arcamanik, Cisaranten Endah",-6.9279177,107.6723421,OPERATIONAL,4.8,13,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.2_1
Mie Kojo,"Jalan Parakan Saat, Cisaranten Endah",-6.929088,107.6683303,OPERATIONAL,4.1,12,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.2_1
Seblak Ibu Nanah,"Jalan Parakan Asri Dalam No.51, Cisaranten Endah",-6.9305247,107.6721178,CLOSED_TEMPORARILY,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.2_1
Rakki Dimsum,"Jalan Parakan Asri Dalam No.60, RT.003/RW003, Cisaranten Endah",-6.930599,107.6719548,OPERATIONAL,4.6,26,"cafe, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.2_1
"Mie tulang dan salad buah ""DNR""","3M9C+MV3, Cisaranten Endah",-6.9308611,107.672172,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.3.2_1
